algorithm,iterations,global
MIMIC50,600,2512.4606311362863
MIMIC50,600,2512.4606311362863
MIMIC50,600,2512.4606311362863
MIMIC50,600,2512.4606311362863
MIMIC50,700,2512.4606311362863
MIMIC50,700,2512.4606311362863
MIMIC50,700,2512.4606311362863
MIMIC50,700,2512.4606311362863
MIMIC50,700,2512.4606311362863
MIMIC50,700,2512.4606311362863
MIMIC50,700,2512.4606311362863
MIMIC50,700,2512.4606311362863
MIMIC50,700,2512.4606311362863
MIMIC50,700,2512.4606311362863
MIMIC50,800,2512.4606311362863
MIMIC50,800,2512.4606311362863
MIMIC50,800,2512.4606311362863
MIMIC50,800,2512.4606311362863
MIMIC50,800,2512.4606311362863
MIMIC50,800,2512.4606311362863
MIMIC50,800,2512.4606311362863
MIMIC50,800,2512.4606311362863
MIMIC50,800,2512.4606311362863
MIMIC50,800,2512.4606311362863
MIMIC50,900,2512.4606311362863
MIMIC50,900,2512.4606311362863
MIMIC50,900,2512.4606311362863
MIMIC50,900,2512.4606311362863
MIMIC50,900,2512.4606311362863
MIMIC50,900,2512.4606311362863
MIMIC50,900,2512.4606311362863
MIMIC50,900,2512.4606311362863
MIMIC50,900,2512.4606311362863
MIMIC50,900,2512.4606311362863
MIMIC50,1000,2512.4606311362863
MIMIC50,1000,2512.4606311362863
MIMIC50,1000,2512.4606311362863
MIMIC50,1000,2512.4606311362863
MIMIC50,1000,2512.4606311362863
MIMIC50,1000,2512.4606311362863
MIMIC50,1000,2512.4606311362863
MIMIC50,1000,2512.4606311362863
MIMIC50,1000,2512.4606311362863
MIMIC50,1000,2512.4606311362863
MIMIC200,1,2724.8979144978034
MIMIC200,1,2724.8979144978034
MIMIC200,1,2724.8979144978034
MIMIC200,1,2724.8979144978034
MIMIC200,1,2724.8979144978034
MIMIC200,1,2724.8979144978034
MIMIC200,1,2724.8979144978034
MIMIC200,1,2724.8979144978034
MIMIC200,1,2724.8979144978034
MIMIC200,1,2724.8979144978034
MIMIC200,50,2724.8979144978034
MIMIC200,50,2724.8979144978034
MIMIC200,50,2724.8979144978034
MIMIC200,50,2724.8979144978034
MIMIC200,50,2724.8979144978034
MIMIC200,50,2724.8979144978034
MIMIC200,50,2724.8979144978034
MIMIC200,50,2724.8979144978034
MIMIC200,50,2724.8979144978034
MIMIC200,50,2724.8979144978034
MIMIC200,100,2724.8979144978034
MIMIC200,100,2724.8979144978034
MIMIC200,100,2724.8979144978034
MIMIC200,100,2724.8979144978034
MIMIC200,100,2724.8979144978034
MIMIC200,100,2724.8979144978034
MIMIC200,100,2724.8979144978034
MIMIC200,100,2724.8979144978034
MIMIC200,100,2724.8979144978034
MIMIC200,100,2724.8979144978034
MIMIC200,150,2724.8979144978034
MIMIC200,150,2724.8979144978034
MIMIC200,150,2724.8979144978034
MIMIC200,150,2724.8979144978034
MIMIC200,150,2724.8979144978034
MIMIC200,150,2724.8979144978034
MIMIC200,150,2724.8979144978034
MIMIC200,150,2724.8979144978034
MIMIC200,150,2724.8979144978034
MIMIC200,150,2724.8979144978034
MIMIC200,200,2724.8979144978034
MIMIC200,200,2724.8979144978034
MIMIC200,200,2724.8979144978034
MIMIC200,200,2724.8979144978034
MIMIC200,200,2724.8979144978034
MIMIC200,200,2724.8979144978034
MIMIC200,200,2724.8979144978034
MIMIC200,200,2724.8979144978034
MIMIC200,200,2724.8979144978034
MIMIC200,200,2724.8979144978034
MIMIC200,300,2724.8979144978034
MIMIC200,300,2724.8979144978034
MIMIC200,300,2724.8979144978034
MIMIC200,300,2724.8979144978034
MIMIC200,300,2724.8979144978034
MIMIC200,300,2724.8979144978034
MIMIC200,300,2724.8979144978034
MIMIC200,300,2724.8979144978034
MIMIC200,300,2724.8979144978034
MIMIC200,300,2724.8979144978034
MIMIC200,400,2724.8979144978034
MIMIC200,400,2724.8979144978034
MIMIC200,400,2724.8979144978034
MIMIC200,400,2724.8979144978034
MIMIC200,400,2724.8979144978034
MIMIC200,400,2724.8979144978034
MIMIC200,400,2724.8979144978034
MIMIC200,400,2724.8979144978034
MIMIC200,400,2724.8979144978034
MIMIC200,400,2724.8979144978034
MIMIC200,500,2724.8979144978034
MIMIC200,500,2724.8979144978034
MIMIC200,500,2724.8979144978034
MIMIC200,500,2724.8979144978034
MIMIC200,500,2724.8979144978034
MIMIC200,500,2724.8979144978034
MIMIC200,500,2724.8979144978034
MIMIC200,500,2724.8979144978034
MIMIC200,500,2724.8979144978034
MIMIC200,500,2724.8979144978034
MIMIC200,600,2724.8979144978034
MIMIC200,600,2724.8979144978034
MIMIC200,600,2724.8979144978034
MIMIC200,600,2724.8979144978034
MIMIC200,600,2724.8979144978034
MIMIC200,600,2724.8979144978034
MIMIC200,600,2724.8979144978034
MIMIC200,600,2724.8979144978034
MIMIC200,600,2724.8979144978034
MIMIC200,600,2724.8979144978034
MIMIC200,700,2724.8979144978034
MIMIC200,700,2724.8979144978034
MIMIC200,700,2724.8979144978034
MIMIC200,700,2724.8979144978034
MIMIC200,700,2724.8979144978034
MIMIC200,700,2724.8979144978034
MIMIC200,700,2724.8979144978034
MIMIC200,700,2724.8979144978034
MIMIC200,700,2724.8979144978034
MIMIC200,700,2724.8979144978034
MIMIC200,800,2724.8979144978034
MIMIC200,800,2724.8979144978034
MIMIC200,800,2724.8979144978034
MIMIC200,800,2724.8979144978034
MIMIC200,800,2724.8979144978034
MIMIC200,800,2724.8979144978034
MIMIC200,800,2724.8979144978034
MIMIC200,800,2724.8979144978034
MIMIC200,800,2724.8979144978034
MIMIC200,800,2724.8979144978034
MIMIC200,900,2724.8979144978034
MIMIC200,900,2724.8979144978034
MIMIC200,900,2724.8979144978034
MIMIC200,900,2724.8979144978034
MIMIC200,900,2724.8979144978034
MIMIC200,900,2724.8979144978034
MIMIC200,900,2724.8979144978034
MIMIC200,900,2724.8979144978034
MIMIC200,900,2724.8979144978034
MIMIC200,900,2724.8979144978034
MIMIC200,1000,2724.8979144978034
MIMIC200,1000,2724.8979144978034
MIMIC200,1000,2724.8979144978034
MIMIC200,1000,2724.8979144978034
MIMIC200,1000,2724.8979144978034
MIMIC200,1000,2724.8979144978034
MIMIC200,1000,2724.8979144978034
MIMIC200,1000,2724.8979144978034
MIMIC200,1000,2724.8979144978034
MIMIC200,1000,2724.8979144978034
