algorithm,iterations,time
SA75,900,340.0
SA75,900,36.0
SA75,900,388.0
SA75,900,408.0
SA75,900,527.0
SA75,900,72.0
SA75,1000,114.0
SA75,1000,294.0
SA75,1000,340.0
SA75,1000,377.0
SA75,1000,398.0
SA75,1000,487.0
SA75,1000,520.0
SA75,1000,606.0
SA75,1000,96.0
SA75,1000,98.0
SA75,1500,175.0
SA75,1500,380.0
SA75,1500,675.0
SA75,1500,680.0
SA75,1500,719.0
SA75,1500,783.0
SA75,1500,804.0
SA75,1500,817.0
SA75,1500,95.0
SA75,1500,962.0
SA75,2000,1094.0
SA75,2000,153.0
SA75,2000,23.0
SA75,2000,676.0
SA75,2000,705.0
SA75,2000,731.0
SA75,2000,802.0
SA75,2000,890.0
SA75,2000,940.0
SA75,2000,97.0
SA75,2500,449.0
SA75,2500,459.0
SA75,2500,599.0
SA75,2500,650.0
SA75,2500,801.0
SA75,2500,801.0
SA75,2500,838.0
SA75,2500,912.0
SA75,2500,923.0
SA75,2500,978.0
SA75,3000,171.0
SA75,3000,340.0
SA75,3000,436.0
SA75,3000,600.0
SA75,3000,610.0
SA75,3000,702.0
SA75,3000,727.0
SA75,3000,745.0
SA75,3000,750.0
SA75,3000,830.0
SA95,1,0.0
SA95,1,0.0
SA95,1,0.0
SA95,1,0.0
SA95,1,0.0
SA95,1,0.0
SA95,1,0.0
SA95,1,0.0
SA95,1,0.0
SA95,1,0.0
SA95,50,0.0
SA95,50,0.0
SA95,50,0.0
SA95,50,0.0
SA95,50,0.0
SA95,50,1.0
SA95,50,1.0
SA95,50,1.0
SA95,50,1.0
SA95,50,26.0
SA95,100,0.0
SA95,100,0.0
SA95,100,0.0
SA95,100,0.0
SA95,100,0.0
SA95,100,0.0
SA95,100,0.0
SA95,100,0.0
SA95,100,1.0
SA95,100,2.0
SA95,150,0.0
SA95,150,0.0
SA95,150,0.0
SA95,150,1.0
SA95,150,1.0
SA95,150,1.0
SA95,150,1.0
SA95,150,1.0
SA95,150,1.0
SA95,150,105.0
SA95,200,0.0
SA95,200,0.0
SA95,200,1.0
