algorithm,iterations,optimal
MIMIC50,3500,100.0
MIMIC50,3500,189.0
MIMIC50,3500,189.0
MIMIC50,4000,100.0
MIMIC50,4000,100.0
MIMIC50,4000,100.0
MIMIC50,4000,189.0
MIMIC50,4000,189.0
MIMIC50,4000,189.0
MIMIC50,4000,189.0
MIMIC50,4000,189.0
MIMIC50,4000,189.0
MIMIC50,4000,189.0
MIMIC50,4500,100.0
MIMIC50,4500,100.0
MIMIC50,4500,100.0
MIMIC50,4500,189.0
MIMIC50,4500,189.0
MIMIC50,4500,189.0
MIMIC50,4500,189.0
MIMIC50,4500,189.0
MIMIC50,4500,189.0
MIMIC50,4500,189.0
MIMIC50,5000,100.0
MIMIC50,5000,100.0
MIMIC50,5000,100.0
MIMIC50,5000,100.0
MIMIC50,5000,100.0
MIMIC50,5000,100.0
MIMIC50,5000,189.0
MIMIC50,5000,189.0
MIMIC50,5000,189.0
MIMIC50,5000,189.0
MIMIC200,1,10.0
MIMIC200,1,10.0
MIMIC200,1,11.0
MIMIC200,1,11.0
MIMIC200,1,12.0
MIMIC200,1,12.0
MIMIC200,1,14.0
MIMIC200,1,15.0
MIMIC200,1,16.0
MIMIC200,1,6.0
MIMIC200,500,130.0
MIMIC200,500,134.0
MIMIC200,500,150.0
MIMIC200,500,31.0
MIMIC200,500,37.0
MIMIC200,500,45.0
MIMIC200,500,46.0
MIMIC200,500,49.0
MIMIC200,500,51.0
MIMIC200,500,64.0
MIMIC200,1000,149.0
MIMIC200,1000,149.0
MIMIC200,1000,155.0
MIMIC200,1000,175.0
MIMIC200,1000,177.0
MIMIC200,1000,54.0
MIMIC200,1000,59.0
MIMIC200,1000,68.0
MIMIC200,1000,69.0
MIMIC200,1000,82.0
MIMIC200,1500,169.0
MIMIC200,1500,172.0
MIMIC200,1500,179.0
MIMIC200,1500,180.0
MIMIC200,1500,79.0
MIMIC200,1500,79.0
MIMIC200,1500,84.0
MIMIC200,1500,88.0
MIMIC200,1500,92.0
MIMIC200,1500,94.0
MIMIC200,2000,169.0
MIMIC200,2000,187.0
MIMIC200,2000,189.0
MIMIC200,2000,189.0
MIMIC200,2000,81.0
MIMIC200,2000,90.0
MIMIC200,2000,91.0
MIMIC200,2000,93.0
MIMIC200,2000,96.0
MIMIC200,2000,96.0
MIMIC200,2500,100.0
MIMIC200,2500,100.0
MIMIC200,2500,100.0
MIMIC200,2500,100.0
MIMIC200,2500,100.0
MIMIC200,2500,189.0
MIMIC200,2500,189.0
MIMIC200,2500,189.0
MIMIC200,2500,189.0
MIMIC200,2500,95.0
MIMIC200,3000,100.0
MIMIC200,3000,100.0
MIMIC200,3000,100.0
MIMIC200,3000,100.0
MIMIC200,3000,100.0
MIMIC200,3000,100.0
MIMIC200,3000,100.0
MIMIC200,3000,184.0
MIMIC200,3000,189.0
MIMIC200,3000,189.0
MIMIC200,3500,100.0
MIMIC200,3500,100.0
MIMIC200,3500,100.0
MIMIC200,3500,100.0
MIMIC200,3500,100.0
MIMIC200,3500,100.0
MIMIC200,3500,100.0
MIMIC200,3500,100.0
MIMIC200,3500,100.0
MIMIC200,3500,189.0
MIMIC200,4000,100.0
MIMIC200,4000,100.0
MIMIC200,4000,100.0
MIMIC200,4000,100.0
MIMIC200,4000,189.0
MIMIC200,4000,189.0
MIMIC200,4000,189.0
MIMIC200,4000,189.0
MIMIC200,4000,189.0
MIMIC200,4000,189.0
MIMIC200,4500,100.0
MIMIC200,4500,100.0
MIMIC200,4500,100.0
MIMIC200,4500,100.0
MIMIC200,4500,189.0
MIMIC200,4500,189.0
MIMIC200,4500,189.0
MIMIC200,4500,189.0
MIMIC200,4500,189.0
MIMIC200,4500,189.0
MIMIC200,5000,100.0
MIMIC200,5000,100.0
MIMIC200,5000,100.0
MIMIC200,5000,100.0
MIMIC200,5000,100.0
MIMIC200,5000,100.0
MIMIC200,5000,100.0
MIMIC200,5000,100.0
MIMIC200,5000,189.0
MIMIC200,5000,189.0
