algorithm,iterations,optimal
MIMIC200,600,92.0
MIMIC200,700,87.0
MIMIC200,700,88.0
MIMIC200,700,89.0
MIMIC200,700,89.0
MIMIC200,700,90.0
MIMIC200,700,91.0
MIMIC200,700,91.0
MIMIC200,700,92.0
MIMIC200,700,93.0
MIMIC200,700,93.0
MIMIC200,800,86.0
MIMIC200,800,89.0
MIMIC200,800,89.0
MIMIC200,800,90.0
MIMIC200,800,91.0
MIMIC200,800,91.0
MIMIC200,800,91.0
MIMIC200,800,92.0
MIMIC200,800,94.0
MIMIC200,800,95.0
MIMIC200,900,89.0
MIMIC200,900,89.0
MIMIC200,900,89.0
MIMIC200,900,90.0
MIMIC200,900,91.0
MIMIC200,900,92.0
MIMIC200,900,92.0
MIMIC200,900,92.0
MIMIC200,900,92.0
MIMIC200,900,94.0
MIMIC200,1000,87.0
MIMIC200,1000,91.0
MIMIC200,1000,91.0
MIMIC200,1000,91.0
MIMIC200,1000,92.0
MIMIC200,1000,92.0
MIMIC200,1000,92.0
MIMIC200,1000,92.0
MIMIC200,1000,94.0
MIMIC200,1000,95.0
